hospital_id,name,street_address,city,province,postal_code,country,phone_number,email_address,hospital_type,operating_hours,accreditation_status,emergency_contact
418,Foster-Marshall Hospital,420 Pratt Fords,Montreal,Quebec,A4F 4R9,Canada,450-460-3806,fostermarshall@clinic.ca,General,8 AM - 6 PM,Certified,450-197-8778
419,Hernandez-Hill Hospital,674 Terry Plains Suite 664,Dorval,Quebec,T5S 5R9,Canada,450-346-5366,hernandezhill@hospital.ca,Specialized,24/7,Certified,418-133-4545
420,"Raymond, Vazquez and Clark Hospital",9108 Donna Terrace Apt. 073,Drummondville,Quebec,M0K 2R9,Canada,418-553-1386,raymondvazquezandclark@healthcare.com,Clinic,8 AM - 6 PM,Certified,418-855-5332
421,"Jackson, Lawrence and Lambert Hospital",4206 Serrano Square,Gatineau,Quebec,L3G 8Q2,Canada,418-844-0181,jacksonlawrenceandlambert@clinic.ca,Clinic,9 AM - 5 PM,Certified,438-385-4035
422,Webb Inc Hospital,53405 Diana Run Suite 154,Drummondville,Quebec,R6E 9P8,Canada,418-627-3360,webbinc@clinic.ca,General,10 AM - 8 PM,Certified,450-897-2451
423,Pratt Inc Hospital,13514 Troy Shoal Apt. 860,Trois-Rivières,Quebec,M7B 1X4,Canada,418-101-4654,prattinc@hospital.ca,General,7 AM - 7 PM,Pending,438-210-5615
424,Gomez LLC Hospital,4421 Ruiz Common,Kirkland,Quebec,B2O 0O2,Canada,438-823-2484,gomezllc@hospital.ca,Specialized,24/7,Accredited,450-743-0610
425,Schmidt-Moore Hospital,03878 Vanessa Mountains Apt. 208,Gatineau,Quebec,C1T 6H4,Canada,514-860-1806,schmidtmoore@clinic.ca,Clinic,10 AM - 8 PM,Certified,450-955-6001
426,"Sullivan, Lyons and Payne Hospital",85294 Cheryl Motorway Apt. 814,Drummondville,Quebec,D2U 1U7,Canada,438-471-2645,sullivanlyonsandpayne@clinic.ca,Clinic,9 AM - 5 PM,Accredited,438-257-0218
427,"Faulkner, Green and Smith Hospital",9321 Jenkins Walk Apt. 048,Mascouche,Quebec,A3M 4U0,Canada,514-331-1862,faulknergreenandsmith@clinic.ca,General,9 AM - 5 PM,Certified,514-574-7137
428,"Roberts, Morales and Hooper Hospital",961 Jessica Extensions Suite 694,Trois-Rivières,Quebec,H1H 7L4,Canada,450-180-1078,robertsmoralesandhooper@healthcare.com,Specialized,24/7,Pending,438-013-7749
429,Chavez-Lucero Hospital,1563 Raymond Lock,Repentigny,Quebec,C6G 1Z0,Canada,514-786-8114,chavezlucero@healthcare.com,General,10 AM - 8 PM,Accredited,514-183-2880
430,"Cook, Knight and Rivera Hospital",82881 Rebecca Islands,Dorval,Quebec,T1W 0D5,Canada,438-648-1105,cookknightandrivera@medcenter.ca,Clinic,24/7,Accredited,418-363-6663
431,Barnes Inc Hospital,38607 Colton Inlet,Trois-Rivières,Quebec,I8Y 5Q9,Canada,418-807-7655,barnesinc@medcenter.ca,Clinic,7 AM - 7 PM,Pending,
432,Salazar Inc Hospital,342 David Lakes Suite 954,Gatineau,Quebec,S0P 1Y7,Canada,450-070-1699,salazarinc@clinic.ca,General,9 AM - 5 PM,Pending,450-075-6535
433,"Hernandez, Mcdowell and Huff Hospital",983 Philip Orchard Suite 246,Drummondville,Quebec,L8G 6M1,Canada,438-444-8973,hernandezmcdowellandhuff@medcenter.ca,Specialized,7 AM - 7 PM,Certified,
434,Krueger PLC Hospital,330 Jenna Flat Apt. 787,Dollard-Des Ormeaux,Quebec,M5Z 3R9,Canada,418-043-8476,kruegerplc@healthcare.com,Specialized,10 AM - 8 PM,Accredited,418-763-6376
435,Reynolds and Sons Hospital,0208 Paul Mission Apt. 841,Kirkland,Quebec,K1M 1W3,Canada,438-636-0745,reynoldsandsons@hospital.ca,Clinic,9 AM - 5 PM,Accredited,514-432-6638
436,"Hunter, Smith and White Hospital",648 Ronald Highway Apt. 595,Drummondville,Quebec,C4W 1W9,Canada,418-333-6423,huntersmithandwhite@healthcare.com,Specialized,7 AM - 7 PM,Pending,438-312-2791
437,Perry-Keller Hospital,0441 Hurst Park,Kirkland,Quebec,Q9H 1B9,Canada,450-893-2032,perrykeller@hospital.ca,Clinic,8 AM - 6 PM,Certified,
438,"Wolf, Rogers and Horton Hospital",57545 Patricia Prairie Apt. 778,Laval,Quebec,P9T 7S2,Canada,418-357-8559,wolfrogersandhorton@hospital.ca,Specialized,9 AM - 5 PM,Pending,438-459-0083
439,"Marshall, Adkins and Spencer Hospital",8810 Navarro Island,Montreal,Quebec,A5Q 4S8,Canada,418-357-6034,marshalladkinsandspencer@healthcare.com,General,9 AM - 5 PM,Accredited,450-618-2480
440,Strong-Gonzalez Hospital,8327 Sean Isle,Trois-Rivières,Quebec,I0R 2B9,Canada,450-357-4683,stronggonzalez@healthcare.com,General,10 AM - 8 PM,Accredited,438-712-9043
441,Moore Inc Hospital,2474 Christensen Corners,Mascouche,Quebec,G7O 0N7,Canada,418-863-3687,mooreinc@medcenter.ca,Specialized,7 AM - 7 PM,Pending,514-677-5247
442,"Webb, Swanson and Warren Hospital",321 Nicholas Prairie Suite 229,Granby,Quebec,V7H 9D7,Canada,514-290-0194,webbswansonandwarren@medcenter.ca,Clinic,10 AM - 8 PM,Pending,
443,"Carlson, Smith and Torres Hospital",74767 Alice Prairie Suite 408,Drummondville,Quebec,S0N 1T9,Canada,514-035-5340,carlsonsmithandtorres@clinic.ca,Specialized,9 AM - 5 PM,Accredited,
444,Clayton-Wilkerson Hospital,3632 Kim Motorway,Blainville,Quebec,P3C 5K6,Canada,514-084-3797,claytonwilkerson@hospital.ca,General,24/7,Pending,450-046-0379
445,Martin-Frey Hospital,229 Boone Run,Trois-Rivières,Quebec,L7Q 2I5,Canada,514-454-2081,martinfrey@medcenter.ca,Clinic,24/7,Pending,418-077-2294
446,"Christensen, Hale and Johnston Hospital",786 Crosby Vista Apt. 125,Laval,Quebec,B6R 9W3,Canada,438-949-3060,christensenhaleandjohnston@clinic.ca,Specialized,7 AM - 7 PM,Certified,418-620-0260
447,Long Group Hospital,4690 Amy Camp,Mascouche,Quebec,Z2O 6N5,Canada,450-839-0322,longgroup@healthcare.com,Clinic,9 AM - 5 PM,Certified,
448,Anderson Ltd Hospital,91590 Lori Grove,Longueuil,Quebec,P3N 0I8,Canada,438-831-9714,andersonltd@healthcare.com,General,10 AM - 8 PM,Accredited,438-341-0096
449,Martinez-Fuller Hospital,687 Solis Shoal Apt. 656,Laval,Quebec,S7D 4S4,Canada,514-016-2674,martinezfuller@clinic.ca,Clinic,24/7,Accredited,
450,Terry-Manning Hospital,4203 Adrian Via Suite 358,Gatineau,Quebec,M1L 6R5,Canada,450-534-9131,terrymanning@healthcare.com,Clinic,8 AM - 6 PM,Certified,438-477-4009
451,Moyer-Carpenter Hospital,66629 Nicholas Lock Apt. 176,Mascouche,Quebec,H5V 1P6,Canada,450-088-6921,moyercarpenter@hospital.ca,General,9 AM - 5 PM,Certified,
452,Hernandez Group Hospital,9479 Holly Street Suite 169,Pointe-Claire,Quebec,W4M 6R6,Canada,418-995-0726,hernandezgroup@clinic.ca,Specialized,8 AM - 6 PM,Certified,
453,Hodges-Powell Hospital,6360 Hernandez Passage,Pointe-Claire,Quebec,N3O 6I9,Canada,438-512-5683,hodgespowell@clinic.ca,Specialized,24/7,Accredited,
454,Henry Inc Hospital,339 Jillian Pines Suite 196,Pointe-Claire,Quebec,X0U 8O2,Canada,418-971-3677,henryinc@healthcare.com,General,24/7,Accredited,
455,Mcgee PLC Hospital,536 Thomas Causeway Apt. 661,Gatineau,Quebec,F6K 1N7,Canada,418-205-0012,mcgeeplc@medcenter.ca,Clinic,9 AM - 5 PM,Pending,450-042-0956
456,Jones PLC Hospital,37716 Morgan Cliff,Brossard,Quebec,H9Q 7Z7,Canada,438-700-6896,jonesplc@medcenter.ca,Clinic,8 AM - 6 PM,Certified,418-010-3279
457,Novak-Jones Hospital,3740 Reginald Flat Apt. 375,Repentigny,Quebec,I3V 1N0,Canada,450-053-6782,novakjones@hospital.ca,Specialized,10 AM - 8 PM,Certified,
458,"Lewis, Allen and Long Hospital",316 Carl Plains Suite 048,Blainville,Quebec,M7I 5X7,Canada,418-534-8488,lewisallenandlong@clinic.ca,Clinic,7 AM - 7 PM,Accredited,438-719-8563
459,"Graves, Johnson and Jimenez Hospital",84937 Scott Burg Apt. 459,Kirkland,Quebec,X1O 5R7,Canada,438-525-0468,gravesjohnsonandjimenez@hospital.ca,General,9 AM - 5 PM,Certified,418-337-3770
460,"Hayes, Byrd and Turner Hospital",487 Melissa Mountains,Dollard-Des Ormeaux,Quebec,P0J 7D7,Canada,418-155-1134,hayesbyrdandturner@medcenter.ca,Specialized,7 AM - 7 PM,Pending,438-310-1219
461,Barajas-Rodriguez Hospital,5714 Carrie Locks Apt. 404,Longueuil,Quebec,U3L 9D6,Canada,418-989-1889,barajasrodriguez@healthcare.com,Clinic,8 AM - 6 PM,Accredited,514-466-1794
462,Page Inc Hospital,20711 Nixon Circle,Trois-Rivières,Quebec,Y0K 0Z7,Canada,418-480-3979,pageinc@clinic.ca,Specialized,9 AM - 5 PM,Certified,418-966-7484
463,Jones Group Hospital,09548 Murphy Street,Repentigny,Quebec,N3P 6L1,Canada,514-711-3915,jonesgroup@medcenter.ca,General,9 AM - 5 PM,Accredited,450-739-8036
464,Ellis-Smith Hospital,07990 Tina Circle Suite 493,Repentigny,Quebec,Q8L 3N0,Canada,514-511-9023,ellissmith@hospital.ca,Specialized,9 AM - 5 PM,Certified,
465,Randall Ltd Hospital,96205 Suzanne Lock Suite 991,Montreal,Quebec,U7X 8W1,Canada,418-859-5322,randallltd@hospital.ca,General,9 AM - 5 PM,Pending,514-271-1304
466,English Ltd Hospital,4670 Bates Ways Apt. 896,Dorval,Quebec,C5R 5E8,Canada,514-363-5405,englishltd@healthcare.com,Clinic,10 AM - 8 PM,Pending,418-474-9428
467,Guzman Group Hospital,2620 Sims Plains,Dorval,Quebec,Q5Z 8L4,Canada,450-252-7817,guzmangroup@clinic.ca,Specialized,7 AM - 7 PM,Accredited,438-672-0453
468,Leonard and Sons Hospital,51316 Morales Mills,Kirkland,Quebec,R7M 7H4,Canada,514-845-8654,leonardandsons@healthcare.com,General,7 AM - 7 PM,Certified,
469,Hansen-Allison Hospital,96390 Reid Square Apt. 164,Laval,Quebec,K4P 6V1,Canada,450-599-0079,hansenallison@healthcare.com,General,10 AM - 8 PM,Certified,
470,"Hurst, Nguyen and Hall Hospital",850 Eric Vista,Gatineau,Quebec,E7L 8Y5,Canada,418-656-4931,hurstnguyenandhall@healthcare.com,Specialized,9 AM - 5 PM,Pending,
471,Garcia LLC Hospital,11787 Whitaker Points Apt. 971,Brossard,Quebec,K0R 5H9,Canada,438-045-1347,garciallc@clinic.ca,Specialized,7 AM - 7 PM,Certified,
472,Rogers-Owens Hospital,8276 Wheeler Roads,Pointe-Claire,Quebec,P0X 5W3,Canada,438-778-5688,rogersowens@clinic.ca,General,8 AM - 6 PM,Accredited,
473,Martin-Johnson Hospital,38184 David Drive,Gatineau,Quebec,M9Z 8Y8,Canada,450-212-3895,martinjohnson@hospital.ca,General,8 AM - 6 PM,Certified,438-867-3950
474,"Wilson, Rodriguez and Lloyd Hospital",59947 Paul Isle Apt. 396,Sherbrooke,Quebec,Q8O 8H5,Canada,418-849-7081,wilsonrodriguezandlloyd@medcenter.ca,Specialized,7 AM - 7 PM,Pending,
475,Chase Inc Hospital,724 Little Oval,Dollard-Des Ormeaux,Quebec,A0N 9R7,Canada,514-158-3156,chaseinc@hospital.ca,Clinic,7 AM - 7 PM,Pending,438-060-4086
476,Melton-Holden Hospital,532 Morton Canyon,Laval,Quebec,D9I 5D4,Canada,418-046-8796,meltonholden@hospital.ca,Clinic,24/7,Certified,418-714-1833
477,"Mitchell, Duncan and Benson Hospital",210 Gregory Orchard,Laval,Quebec,T9G 6G5,Canada,514-722-0013,mitchellduncanandbenson@clinic.ca,Clinic,8 AM - 6 PM,Pending,514-425-2510
478,Barrett LLC Hospital,3520 Hunter Junctions Suite 978,Dorval,Quebec,X7C 7V7,Canada,450-909-4456,barrettllc@medcenter.ca,General,10 AM - 8 PM,Accredited,450-375-7193
479,Barnes Ltd Hospital,839 Stanley Pine Apt. 479,Montreal,Quebec,R2V 9E4,Canada,418-564-1654,barnesltd@healthcare.com,Specialized,9 AM - 5 PM,Accredited,
480,"Jones, Ibarra and Guerra Hospital",311 Lucas Crest,Brossard,Quebec,R7H 9A0,Canada,514-224-3971,jonesibarraandguerra@hospital.ca,Clinic,9 AM - 5 PM,Accredited,
481,Aguilar LLC Hospital,032 Stark Mill Suite 883,Blainville,Quebec,G5T 1R6,Canada,418-980-5229,aguilarllc@hospital.ca,Clinic,24/7,Certified,418-389-0233
482,Perez Ltd Hospital,4717 Debra Garden Suite 867,Beaconsfield,Quebec,Q4C 3N8,Canada,438-121-0049,perezltd@healthcare.com,Clinic,9 AM - 5 PM,Accredited,
483,Bowers-Young Hospital,731 Lewis Throughway,Laval,Quebec,O5R 5H2,Canada,514-176-5907,bowersyoung@clinic.ca,Specialized,8 AM - 6 PM,Accredited,438-190-2678
484,"Wilkerson, Anderson and White Hospital",08659 Heather Harbor,Mascouche,Quebec,C7L 0R8,Canada,438-487-4374,wilkersonandersonandwhite@clinic.ca,General,10 AM - 8 PM,Certified,514-279-9067
485,"Walker, Baker and Jordan Hospital",800 White Dale,Drummondville,Quebec,Y6G 3Q6,Canada,450-018-9907,walkerbakerandjordan@medcenter.ca,Clinic,24/7,Certified,438-845-0127
486,Bell-Turner Hospital,712 Gray Highway,Gatineau,Quebec,G3K 4L3,Canada,438-725-8631,bellturner@medcenter.ca,Specialized,24/7,Pending,450-285-3526
487,Wright and Sons Hospital,3680 Valerie Crest,Brossard,Quebec,M9K 2W6,Canada,438-089-7411,wrightandsons@medcenter.ca,General,8 AM - 6 PM,Certified,438-505-5790
488,Boone PLC Hospital,2314 Bailey Camp Apt. 520,Blainville,Quebec,F2U 6Z5,Canada,514-908-0300,booneplc@clinic.ca,General,7 AM - 7 PM,Pending,438-927-4978
489,Gomez PLC Hospital,10598 Bowman Path,Brossard,Quebec,O1F 6Z6,Canada,450-611-3639,gomezplc@healthcare.com,General,24/7,Certified,450-946-9358
490,Leach and Sons Hospital,802 Bradford Path Apt. 351,Brossard,Quebec,K9Y 7V4,Canada,418-887-1771,leachandsons@clinic.ca,General,24/7,Certified,450-064-3486
491,Bradford-Johnson Hospital,359 Torres Harbors Suite 813,Blainville,Quebec,D0S 4L3,Canada,438-916-5706,bradfordjohnson@healthcare.com,General,7 AM - 7 PM,Pending,514-787-0795
492,"Garcia, Cole and Whitehead Hospital",6775 Whitney Brooks Apt. 636,Granby,Quebec,E6O 6H0,Canada,418-656-9762,garciacoleandwhitehead@clinic.ca,Clinic,10 AM - 8 PM,Pending,418-206-8842
493,"Levine, Fernandez and Glenn Hospital",8129 Jessica Oval Apt. 074,Dorval,Quebec,V7O 1B0,Canada,418-414-4919,levinefernandezandglenn@healthcare.com,Specialized,24/7,Certified,438-799-3181
494,Smith-Chapman Hospital,13758 Mathis Drive Apt. 364,Dollard-Des Ormeaux,Quebec,R9C 3O4,Canada,514-167-9067,smithchapman@hospital.ca,Specialized,24/7,Pending,514-706-9755
495,Crawford Group Hospital,6619 Katherine Extensions,Granby,Quebec,Q1Q 2V0,Canada,418-160-7060,crawfordgroup@hospital.ca,Clinic,9 AM - 5 PM,Pending,438-710-1834
496,"Flores, Smith and Harper Hospital",74256 Jimenez Crescent Apt. 652,Montreal,Quebec,R5S 7E4,Canada,438-282-9056,floressmithandharper@medcenter.ca,General,8 AM - 6 PM,Accredited,450-504-8770
497,Walls Ltd Hospital,16668 Melanie Forges Suite 774,Blainville,Quebec,G7W 2O4,Canada,450-699-7488,wallsltd@medcenter.ca,Clinic,10 AM - 8 PM,Accredited,438-541-1166
498,Gardner-Ward Hospital,4515 Michael Circle,Montreal,Quebec,T0Y 1O5,Canada,514-544-8867,gardnerward@healthcare.com,Specialized,9 AM - 5 PM,Pending,514-000-1314
499,Johnson Group Hospital,5029 Lamb Greens Suite 155,Dorval,Quebec,K3U 5W5,Canada,450-215-0546,johnsongroup@healthcare.com,Clinic,8 AM - 6 PM,Certified,
500,"Cooper, Barker and Andrews Hospital",6696 Kristina Street,Gatineau,Quebec,C8R 8D0,Canada,438-825-6688,cooperbarkerandandrews@medcenter.ca,Specialized,7 AM - 7 PM,Certified,514-510-0233
